"HITId","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Answer.0metaphorNovelty0","Answer.0metaphorNovelty1","Answer.0metaphorNovelty2","Answer.0metaphorNovelty3","Answer.0metaphorNovelty4","Answer.0metaphorNovelty5","Answer.0metaphorNovelty6","Answer.1metaphorNovelty0","Answer.2metaphorNovelty0","Answer.2metaphorNovelty1","Answer.2metaphorNovelty2","Answer.2metaphorNovelty3","Answer.2metaphorNovelty4","Answer.2metaphorNovelty5","Answer.3metaphorNovelty0","Answer.4metaphorNovelty0","Answer.4metaphorNovelty1","Answer.4metaphorNovelty2","Answer.4metaphorNovelty3","Answer.4metaphorNovelty4","Answer.4metaphorNovelty5","Answer.5metaphorNovelty0","Answer.6metaphorNovelty0","Answer.6metaphorNovelty1","Answer.6metaphorNovelty2","Answer.6metaphorNovelty3","Answer.6metaphorNovelty4","Answer.6metaphorNovelty5","Answer.7metaphorNovelty0","Answer.8metaphorNovelty0","Answer.8metaphorNovelty1","Answer.8metaphorNovelty2","Answer.8metaphorNovelty3","Answer.8metaphorNovelty4","Answer.8metaphorNovelty5","Answer.9metaphorNovelty0","Answer.example1","Answer.example2","Answer.example3","Approve","Reject"
"3GITHABACXKXEYOVP40OAM0M0HTN26","30ZX6P7VF8V3ISV408DY5ZEPNY12J2",2,"Approved","Tue Jan 17 11:16:51 PST 2017","Tue Jan 17 16:24:33 PST 2017",,,341,"81__fear_6__recipe_4 3","81__anxiety_8__recipe_4 3",,,,,,"12562__shared_5__lines_7 2","353__started_50__coat-hanger_53 0","353__hang_55__coat-hanger_53 1",,,,,"7644__convention_21__right-hand_20 3","3239__fragments_23__reanimating_20 1","3239__build_25__reanimating_20 1",,,,,"227__departments_3__born_5 2","2316__progress_5__ladder_9 0","2316__company_8__ladder_9 3",,,,,"7699__inwards_6__force_4 2","265__sell_26__package_29 0","265__policy_28__package_29 2",,,,,"1822__carried_22__master_29 0",3,1,0,,
"3GITHABACXKXEYOVP40OAM0M0HTN26","36AHBNMV1RCGGROJJXYIB5KHXT5DYM",117,"Approved","Tue Jan 17 13:46:51 PST 2017","Tue Jan 17 16:24:31 PST 2017",,,464,"81__fear_6__recipe_4 2","81__anxiety_8__recipe_4 2",,,,,,"12562__shared_5__lines_7 1","353__started_50__coat-hanger_53 2","353__hang_55__coat-hanger_53 3",,,,,"7644__convention_21__right-hand_20 1","3239__fragments_23__reanimating_20 2","3239__build_25__reanimating_20 0",,,,,"227__departments_3__born_5 2","2316__progress_5__ladder_9 1","2316__company_8__ladder_9 1",,,,,"7699__inwards_6__force_4 1","265__sell_26__package_29 2","265__policy_28__package_29 2",,,,,"1822__carried_22__master_29 0",3,1,0,,
"3GITHABACXKXEYOVP40OAM0M0HTN26","386PBUZZXFX9JEHCAEV3KVDYTYPLJ7",48,"Approved","Tue Jan 17 10:30:15 PST 2017","Tue Jan 17 16:24:32 PST 2017",,,450,"81__fear_6__recipe_4 3","81__anxiety_8__recipe_4 0",,,,,,"12562__shared_5__lines_7 2","353__started_50__coat-hanger_53 3","353__hang_55__coat-hanger_53 1",,,,,"7644__convention_21__right-hand_20 1","3239__fragments_23__reanimating_20 3","3239__build_25__reanimating_20 0",,,,,"227__departments_3__born_5 2","2316__progress_5__ladder_9 1","2316__company_8__ladder_9 1",,,,,"7699__inwards_6__force_4 2","265__sell_26__package_29 1","265__policy_28__package_29 0",,,,,"1822__carried_22__master_29 0",3,1,0,,
"3GITHABACXKXEYOVP40OAM0M0HTN26","38F5OAUN5NCEDNXKIKR8PDFILMR7HQ",4,"Approved","Tue Jan 17 14:35:22 PST 2017","Tue Jan 17 16:24:33 PST 2017",,,89,"81__fear_6__recipe_4 2","81__anxiety_8__recipe_4 2",,,,,,"12562__shared_5__lines_7 1","353__started_50__coat-hanger_53 1","353__hang_55__coat-hanger_53 2",,,,,"7644__convention_21__right-hand_20 1","3239__fragments_23__reanimating_20 2","3239__build_25__reanimating_20 0",,,,,"227__departments_3__born_5 2","2316__progress_5__ladder_9 1","2316__company_8__ladder_9 1",,,,,"7699__inwards_6__force_4 0","265__sell_26__package_29 0","265__policy_28__package_29 1",,,,,"1822__carried_22__master_29 0",3,1,0,,
"3GITHABACXKXEYOVP40OAM0M0HTN26","3F0BG9B9MPN0ZIN9SKVWBDALBIY7YJ",68,"Approved","Tue Jan 17 12:05:19 PST 2017","Tue Jan 17 16:24:31 PST 2017",,,128,"81__fear_6__recipe_4 2","81__anxiety_8__recipe_4 2",,,,,,"12562__shared_5__lines_7 0","353__started_50__coat-hanger_53 3","353__hang_55__coat-hanger_53 1",,,,,"7644__convention_21__right-hand_20 2","3239__fragments_23__reanimating_20 0","3239__build_25__reanimating_20 0",,,,,"227__departments_3__born_5 2","2316__progress_5__ladder_9 1","2316__company_8__ladder_9 1",,,,,"7699__inwards_6__force_4 0","265__sell_26__package_29 0","265__policy_28__package_29 1",,,,,"1822__carried_22__master_29 0",3,1,0,,
"3LN50BUKPUA3I5MGFPVLT74Q6WLPLT","352YTHGROVDHU0F1GMT1M1V8UKS4HU",48,"Approved","Tue Jan 17 11:00:20 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,80,"7643__integral_14__current_21 1","7643__reduces_26__current_21 1",,,,,,"2359__nervousness_20__increasing_19 2","6046__shock_11__spirit_6 3","6046__told_16__spirit_6 0",,,,,"1432__time_5__cheated_7 2","2342__knowledge_8__deal_10 1","2342__questions_12__deal_10 1",,,,,"7830__survivor_28__grizzled_27 2","342__interpretation_8__bring_5 2","342__story_11__bring_5 1",,,,,"7968__speak_14__wavelength_18 3","7638__magnetic_33__field_34 1","7638__set_36__field_34 0",,,,,"3433__reading_40__dry_39 3",3,1,0,,
"3LN50BUKPUA3I5MGFPVLT74Q6WLPLT","3C2NJ6JBKAHZ1IMPF65QY6V6WIE2NE",4,"Approved","Tue Jan 17 14:33:49 PST 2017","Tue Jan 17 16:24:31 PST 2017",,,87,"7643__integral_14__current_21 0","7643__reduces_26__current_21 0",,,,,,"2359__nervousness_20__increasing_19 1","6046__shock_11__spirit_6 0","6046__told_16__spirit_6 0",,,,,"1432__time_5__cheated_7 3","2342__knowledge_8__deal_10 1","2342__questions_12__deal_10 1",,,,,"7830__survivor_28__grizzled_27 2","342__interpretation_8__bring_5 1","342__story_11__bring_5 0",,,,,"7968__speak_14__wavelength_18 0","7638__magnetic_33__field_34 1","7638__set_36__field_34 0",,,,,"3433__reading_40__dry_39 2",3,1,0,,
"3LN50BUKPUA3I5MGFPVLT74Q6WLPLT","3JRJSWSMQHLKSU5VQ7GCRT6PO4F3E3",203,"Approved","Tue Jan 17 15:26:33 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,330,"7643__integral_14__current_21 0","7643__reduces_26__current_21 0",,,,,,"2359__nervousness_20__increasing_19 1","6046__shock_11__spirit_6 3","6046__told_16__spirit_6 0",,,,,"1432__time_5__cheated_7 3","2342__knowledge_8__deal_10 1","2342__questions_12__deal_10 1",,,,,"7830__survivor_28__grizzled_27 3","342__interpretation_8__bring_5 1","342__story_11__bring_5 0",,,,,"7968__speak_14__wavelength_18 3","7638__magnetic_33__field_34 0","7638__set_36__field_34 0",,,,,"3433__reading_40__dry_39 1",3,1,0,,
"3LN50BUKPUA3I5MGFPVLT74Q6WLPLT","3JV9LGBJWTE7YXU8F0QSFZPCWBGGOI",2,"Approved","Tue Jan 17 11:27:11 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,349,"7643__integral_14__current_21 2","7643__reduces_26__current_21 1",,,,,,"2359__nervousness_20__increasing_19 1","6046__shock_11__spirit_6 2","6046__told_16__spirit_6 0",,,,,"1432__time_5__cheated_7 2","2342__knowledge_8__deal_10 0","2342__questions_12__deal_10 0",,,,,"7830__survivor_28__grizzled_27 3","342__interpretation_8__bring_5 1","342__story_11__bring_5 0",,,,,"7968__speak_14__wavelength_18 0","7638__magnetic_33__field_34 1","7638__set_36__field_34 0",,,,,"3433__reading_40__dry_39 3",3,1,0,,
"3LN50BUKPUA3I5MGFPVLT74Q6WLPLT","3NXNZ5RS1AXLYHF1K83GCWHU29D97W",204,"Approved","Tue Jan 17 12:11:35 PST 2017","Tue Jan 17 16:24:32 PST 2017",,,112,"7643__integral_14__current_21 0","7643__reduces_26__current_21 0",,,,,,"2359__nervousness_20__increasing_19 0","6046__shock_11__spirit_6 1","6046__told_16__spirit_6 0",,,,,"1432__time_5__cheated_7 1","2342__knowledge_8__deal_10 0","2342__questions_12__deal_10 0",,,,,"7830__survivor_28__grizzled_27 1","342__interpretation_8__bring_5 1","342__story_11__bring_5 0",,,,,"7968__speak_14__wavelength_18 1","7638__magnetic_33__field_34 0","7638__set_36__field_34 0",,,,,"3433__reading_40__dry_39 1",3,1,0,,
"3KI0JD2ZU0HWTEF9WZV242V8G7R67W","34QN5IT0TZR721W7UHCTXLCWAPO08X",179,"Approved","Tue Jan 17 11:46:25 PST 2017","Tue Jan 17 16:24:33 PST 2017",,,144,"6009__medicine_20__branch_18 1","6009__surgeon_24__branch_18 0",,,,,,"7614__satisfy_17__automatically_16 0","3404__Consider_1__structure_3 0","3404__legs_6__structure_3 0",,,,,"5921__question_4__answered_2 0","3340__nodule_9__preserved_12 0","3340__leaflets_14__preserved_12 0",,,,,"7780__character_12__fantastic_11 2","240__funding_2__body_12 0","240__responsibility_9__body_12 0",,,,,"275__half-way_4__house_5 1","7682__relationship_8__[formula_9 0","7682__derived_13__[formula_9 0",,,,,"7634__law_14__deriving_11 0",3,1,0,,
"3KI0JD2ZU0HWTEF9WZV242V8G7R67W","38SKSKU7R1XDO3X6SWA38UYYGJ0LIV",48,"Approved","Tue Jan 17 10:30:12 PST 2017","Tue Jan 17 16:24:32 PST 2017",,,352,"6009__medicine_20__branch_18 2","6009__surgeon_24__branch_18 3",,,,,,"7614__satisfy_17__automatically_16 2","3404__Consider_1__structure_3 2","3404__legs_6__structure_3 1",,,,,"5921__question_4__answered_2 1","3340__nodule_9__preserved_12 1","3340__leaflets_14__preserved_12 2",,,,,"7780__character_12__fantastic_11 1","240__funding_2__body_12 2","240__responsibility_9__body_12 1",,,,,"275__half-way_4__house_5 3","7682__relationship_8__[formula_9 1","7682__derived_13__[formula_9 1",,,,,"7634__law_14__deriving_11 1",3,1,0,,
"3KI0JD2ZU0HWTEF9WZV242V8G7R67W","39JEC7537U1P75N0EQGNK0Y5UCQCVB",205,"Approved","Tue Jan 17 13:12:36 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,200,"6009__medicine_20__branch_18 1","6009__surgeon_24__branch_18 0",,,,,,"7614__satisfy_17__automatically_16 1","3404__Consider_1__structure_3 0","3404__legs_6__structure_3 0",,,,,"5921__question_4__answered_2 1","3340__nodule_9__preserved_12 2","3340__leaflets_14__preserved_12 1",,,,,"7780__character_12__fantastic_11 2","240__funding_2__body_12 2","240__responsibility_9__body_12 1",,,,,"275__half-way_4__house_5 3","7682__relationship_8__[formula_9 2","7682__derived_13__[formula_9 1",,,,,"7634__law_14__deriving_11 2",3,1,0,,
"3KI0JD2ZU0HWTEF9WZV242V8G7R67W","3A7Y0R2P2OO4J8Y1OXYRVP8L078JX0",100,"Approved","Tue Jan 17 14:03:59 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,441,"6009__medicine_20__branch_18 2","6009__surgeon_24__branch_18 0",,,,,,"7614__satisfy_17__automatically_16 2","3404__Consider_1__structure_3 0","3404__legs_6__structure_3 1",,,,,"5921__question_4__answered_2 0","3340__nodule_9__preserved_12 0","3340__leaflets_14__preserved_12 1",,,,,"7780__character_12__fantastic_11 3","240__funding_2__body_12 1","240__responsibility_9__body_12 1",,,,,"275__half-way_4__house_5 1","7682__relationship_8__[formula_9 1","7682__derived_13__[formula_9 0",,,,,"7634__law_14__deriving_11 0",3,1,0,,
"3KI0JD2ZU0HWTEF9WZV242V8G7R67W","3YHH42UU5BF2H8GQO6LX2QY2UPN0LJ",2,"Approved","Tue Jan 17 11:49:19 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,546,"6009__medicine_20__branch_18 1","6009__surgeon_24__branch_18 0",,,,,,"7614__satisfy_17__automatically_16 1","3404__Consider_1__structure_3 0","3404__legs_6__structure_3 1",,,,,"5921__question_4__answered_2 1","3340__nodule_9__preserved_12 1","3340__leaflets_14__preserved_12 1",,,,,"7780__character_12__fantastic_11 1","240__funding_2__body_12 0","240__responsibility_9__body_12 0",,,,,"275__half-way_4__house_5 3","7682__relationship_8__[formula_9 1","7682__derived_13__[formula_9 1",,,,,"7634__law_14__deriving_11 0",3,1,0,,
"3DWGDA5POE33XIF88RM1FKKUUEHV1E","308XBLVESI4E4TEDR6FI8J3KRLABR7",68,"Approved","Tue Jan 17 12:09:19 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,119,"5953__gust_3__dashed_6 1","5953__bricks_10__dashed_6 0",,,,,,"7847__parody_8__serious_5 3","7660__terms_46__potential_50 0","7660__vector_49__potential_50 1",,,,,"2817__unsightly_5__masts_2 1","14999__luck_7__bit_4 1","14999__reckon_9__bit_4 0",,,,,"12548__similar_7__line_8 1","5__canteen_22__modest_20 2","5__office_27__modest_20 0",,,,,"7758__refused_25__fit_27 0","7639__operates_4__curl_3 1","7639__coordinates_7__curl_3 0",,,,,"2__error_20__fatal_19 1",3,1,0,,
"3DWGDA5POE33XIF88RM1FKKUUEHV1E","30BUDKLTXDVN69SZ4Q456Q4920TE5R",48,"Approved","Tue Jan 17 10:30:18 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,590,"5953__gust_3__dashed_6 3","5953__bricks_10__dashed_6 2",,,,,,"7847__parody_8__serious_5 2","7660__terms_46__potential_50 0","7660__vector_49__potential_50 1",,,,,"2817__unsightly_5__masts_2 3","14999__luck_7__bit_4 1","14999__reckon_9__bit_4 0",,,,,"12548__similar_7__line_8 1","5__canteen_22__modest_20 1","5__office_27__modest_20 1",,,,,"7758__refused_25__fit_27 2","7639__operates_4__curl_3 2","7639__coordinates_7__curl_3 1",,,,,"2__error_20__fatal_19 1",3,1,0,,
"3DWGDA5POE33XIF88RM1FKKUUEHV1E","3CPLWGV3MOZA127O0FK58T3K2OQ9NF",203,"Approved","Tue Jan 17 15:32:04 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,600,"5953__gust_3__dashed_6 3","5953__bricks_10__dashed_6 0",,,,,,"7847__parody_8__serious_5 0","7660__terms_46__potential_50 0","7660__vector_49__potential_50 0",,,,,"2817__unsightly_5__masts_2 3","14999__luck_7__bit_4 1","14999__reckon_9__bit_4 0",,,,,"12548__similar_7__line_8 1","5__canteen_22__modest_20 3","5__office_27__modest_20 0",,,,,"7758__refused_25__fit_27 1","7639__operates_4__curl_3 0","7639__coordinates_7__curl_3 0",,,,,"2__error_20__fatal_19 1",3,1,0,,
"3DWGDA5POE33XIF88RM1FKKUUEHV1E","3LOTDFNYA7Z9P67FV2BKE82MYYNFW2",4,"Approved","Tue Jan 17 14:36:56 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,84,"5953__gust_3__dashed_6 2","5953__bricks_10__dashed_6 0",,,,,,"7847__parody_8__serious_5 1","7660__terms_46__potential_50 0","7660__vector_49__potential_50 0",,,,,"2817__unsightly_5__masts_2 2","14999__luck_7__bit_4 1","14999__reckon_9__bit_4 0",,,,,"12548__similar_7__line_8 1","5__canteen_22__modest_20 2","5__office_27__modest_20 0",,,,,"7758__refused_25__fit_27 1","7639__operates_4__curl_3 2","7639__coordinates_7__curl_3 0",,,,,"2__error_20__fatal_19 1",3,1,0,,
"3DWGDA5POE33XIF88RM1FKKUUEHV1E","3YJ6NA41JBGZAZWA26OA1CMIY8SJP5",2,"Approved","Tue Jan 17 11:12:33 PST 2017","Tue Jan 17 16:24:34 PST 2017",,,257,"5953__gust_3__dashed_6 1","5953__bricks_10__dashed_6 0",,,,,,"7847__parody_8__serious_5 2","7660__terms_46__potential_50 0","7660__vector_49__potential_50 3",,,,,"2817__unsightly_5__masts_2 1","14999__luck_7__bit_4 1","14999__reckon_9__bit_4 0",,,,,"12548__similar_7__line_8 2","5__canteen_22__modest_20 0","5__office_27__modest_20 0",,,,,"7758__refused_25__fit_27 1","7639__operates_4__curl_3 0","7639__coordinates_7__curl_3 0",,,,,"2__error_20__fatal_19 2",3,1,0,,
"34XASH8KLPLNON41F1W0TKJF61BPMV","35H6S234SA0JTUZKY8L7U2CWL28651",206,"Approved","Tue Jan 17 11:23:33 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,254,"8__regards_2__charges_4 0","8__unfounded_6__charges_4 0",,,,,,"227__self_26__shadow_22 3","5886__deep_20__recesses_21 2","5886__minds_25__recesses_21 2",,,,,"2350__track_7__inside_6 1","10387__associate_15__strokes_16 0","10387__people_19__strokes_16 0",,,,,"7676__current_42__[formula]_47 0","3407__feet_9__avoid_14 0","3407__becoming_15__avoid_14 0",,,,,"6020__shock_15__enormous_17 1","2435__happen_7__Plan_11 0","2435__European_10__Plan_11 0",,,,,"15526__am_3__hell_5 3",3,1,0,,
"34XASH8KLPLNON41F1W0TKJF61BPMV","3BGYGHDBBXK3CWXWTN766IS8LNG22G",2,"Approved","Tue Jan 17 11:37:49 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,315,"8__regards_2__charges_4 0","8__unfounded_6__charges_4 2",,,,,,"227__self_26__shadow_22 2","5886__deep_20__recesses_21 3","5886__minds_25__recesses_21 1",,,,,"2350__track_7__inside_6 3","10387__associate_15__strokes_16 1","10387__people_19__strokes_16 0",,,,,"7676__current_42__[formula]_47 1","3407__feet_9__avoid_14 0","3407__becoming_15__avoid_14 0",,,,,"6020__shock_15__enormous_17 3","2435__happen_7__Plan_11 0","2435__European_10__Plan_11 1",,,,,"15526__am_3__hell_5 0",3,1,0,,
"34XASH8KLPLNON41F1W0TKJF61BPMV","3OLF68YTN91CIT4CUXFSWJ5V6FBAFD",48,"Approved","Tue Jan 17 11:01:41 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,113,"8__regards_2__charges_4 1","8__unfounded_6__charges_4 2",,,,,,"227__self_26__shadow_22 2","5886__deep_20__recesses_21 3","5886__minds_25__recesses_21 2",,,,,"2350__track_7__inside_6 2","10387__associate_15__strokes_16 3","10387__people_19__strokes_16 0",,,,,"7676__current_42__[formula]_47 0","3407__feet_9__avoid_14 0","3407__becoming_15__avoid_14 1",,,,,"6020__shock_15__enormous_17 2","2435__happen_7__Plan_11 1","2435__European_10__Plan_11 1",,,,,"15526__am_3__hell_5 3",3,1,0,,
"34XASH8KLPLNON41F1W0TKJF61BPMV","3V0Z7YWSIY0C9NVYHXRH8NPJIL8V2G",179,"Approved","Tue Jan 17 11:39:46 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,143,"8__regards_2__charges_4 0","8__unfounded_6__charges_4 0",,,,,,"227__self_26__shadow_22 1","5886__deep_20__recesses_21 0","5886__minds_25__recesses_21 1",,,,,"2350__track_7__inside_6 1","10387__associate_15__strokes_16 0","10387__people_19__strokes_16 0",,,,,"7676__current_42__[formula]_47 0","3407__feet_9__avoid_14 0","3407__becoming_15__avoid_14 0",,,,,"6020__shock_15__enormous_17 1","2435__happen_7__Plan_11 0","2435__European_10__Plan_11 0",,,,,"15526__am_3__hell_5 0",3,1,0,,
"34XASH8KLPLNON41F1W0TKJF61BPMV","3ZGVPD4G6THN26UL190GUGB569NZT8",62,"Approved","Tue Jan 17 10:17:01 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,787,"8__regards_2__charges_4 1","8__unfounded_6__charges_4 1",,,,,,"227__self_26__shadow_22 0","5886__deep_20__recesses_21 1","5886__minds_25__recesses_21 3",,,,,"2350__track_7__inside_6 0","10387__associate_15__strokes_16 0","10387__people_19__strokes_16 0",,,,,"7676__current_42__[formula]_47 1","3407__feet_9__avoid_14 1","3407__becoming_15__avoid_14 1",,,,,"6020__shock_15__enormous_17 3","2435__happen_7__Plan_11 1","2435__European_10__Plan_11 1",,,,,"15526__am_3__hell_5 3",3,1,0,,
"3MGHRFQY2KOKUNPVHJ5L8E5E73DY0N","31Z0PCVWUKF4IWOFIE8X3WI6WGF7TT",179,"Approved","Tue Jan 17 11:42:18 PST 2017","Tue Jan 17 16:24:35 PST 2017",,,233,"1127__look_20__stretch_34 0","1127__river_38__stretch_34 0",,,,,,"219__headed_18__set_12 0","7751__path_8__spreading_20 0","7751__down-_22__spreading_20 0",,,,,"7714__ions_13__hold_14 1","3255__probable_10__habits_12 0","3255__life_11__habits_12 0",,,,,"3396__remain_2__Puzzles_1 1","7742__relation_7__law_15 0","7742__equivalent_11__law_15 0",,,,,"7727__effect_24__pinch_23 2","7710__weaker_33__leading_37 0","7710__instability_42__leading_37 0",,,,,"7697__particles_36__negative_33 0",3,1,0,,
"3MGHRFQY2KOKUNPVHJ5L8E5E73DY0N","34Z02EIMISDQ0LOVXFNOOH8JO25T0B",48,"Approved","Tue Jan 17 10:29:57 PST 2017","Tue Jan 17 16:24:36 PST 2017",,,136,"1127__look_20__stretch_34 2","1127__river_38__stretch_34 1",,,,,,"219__headed_18__set_12 2","7751__path_8__spreading_20 0","7751__down-_22__spreading_20 2",,,,,"7714__ions_13__hold_14 1","3255__probable_10__habits_12 3","3255__life_11__habits_12 1",,,,,"3396__remain_2__Puzzles_1 2","7742__relation_7__law_15 1","7742__equivalent_11__law_15 1",,,,,"7727__effect_24__pinch_23 2","7710__weaker_33__leading_37 2","7710__instability_42__leading_37 3",,,,,"7697__particles_36__negative_33 1",3,1,0,,
"3MGHRFQY2KOKUNPVHJ5L8E5E73DY0N","3ATTHHXXWAO8OXEV6FDRJOTLNSEXIX",68,"Approved","Tue Jan 17 12:03:09 PST 2017","Tue Jan 17 16:24:36 PST 2017",,,122,"1127__look_20__stretch_34 0","1127__river_38__stretch_34 0",,,,,,"219__headed_18__set_12 0","7751__path_8__spreading_20 0","7751__down-_22__spreading_20 1",,,,,"7714__ions_13__hold_14 2","3255__probable_10__habits_12 1","3255__life_11__habits_12 1",,,,,"3396__remain_2__Puzzles_1 0","7742__relation_7__law_15 0","7742__equivalent_11__law_15 0",,,,,"7727__effect_24__pinch_23 2","7710__weaker_33__leading_37 0","7710__instability_42__leading_37 0",,,,,"7697__particles_36__negative_33 1",3,1,0,,
"3MGHRFQY2KOKUNPVHJ5L8E5E73DY0N","3J2UYBXQQLCKYNDJ12FVD7G54UX60G",2,"Approved","Tue Jan 17 11:22:33 PST 2017","Tue Jan 17 16:24:36 PST 2017",,,277,"1127__look_20__stretch_34 1","1127__river_38__stretch_34 1",,,,,,"219__headed_18__set_12 0","7751__path_8__spreading_20 2","7751__down-_22__spreading_20 2",,,,,"7714__ions_13__hold_14 1","3255__probable_10__habits_12 1","3255__life_11__habits_12 2",,,,,"3396__remain_2__Puzzles_1 1","7742__relation_7__law_15 0","7742__equivalent_11__law_15 1",,,,,"7727__effect_24__pinch_23 3","7710__weaker_33__leading_37 0","7710__instability_42__leading_37 1",,,,,"7697__particles_36__negative_33 1",3,1,0,,
"3MGHRFQY2KOKUNPVHJ5L8E5E73DY0N","3WJEQKOXA82LSEA4NY077H115501AB",207,"Approved","Tue Jan 17 14:12:28 PST 2017","Tue Jan 17 16:24:36 PST 2017",,,290,"1127__look_20__stretch_34 1","1127__river_38__stretch_34 1",,,,,,"219__headed_18__set_12 0","7751__path_8__spreading_20 0","7751__down-_22__spreading_20 0",,,,,"7714__ions_13__hold_14 0","3255__probable_10__habits_12 0","3255__life_11__habits_12 0",,,,,"3396__remain_2__Puzzles_1 1","7742__relation_7__law_15 0","7742__equivalent_11__law_15 0",,,,,"7727__effect_24__pinch_23 1","7710__weaker_33__leading_37 0","7710__instability_42__leading_37 0",,,,,"7697__particles_36__negative_33 0",3,1,0,,
"3VCK0Q0PO4DQIOLHAHWARY773JA0N0","337RC3OW052IA9H6R39MNJOSOLWVL2",48,"Approved","Tue Jan 17 10:30:09 PST 2017","Tue Jan 17 16:24:36 PST 2017",,,257,"7734__worth_4__called_14 2","7734__rarely_13__called_14 1",,,,,,"3330__conspicuous_13__midrib_14 3","2264__militant_18__bastards_19 3","2264__destroy_27__bastards_19 2",,,,,"7795__people_18__stray_16 2","7643__theorem_5__-side_9 0","7643__left-hand_8__-side_9 1",,,,,"7656__magnetometer_30__sensitive_29 2","1137__book_3__moving_6 2","1137__deeply_5__moving_6 3",,,,,"5886__baser_9__feelings_10 3","7627__current_3__density_4 2","7627__specified_6__density_4 0",,,,,"7630__equation_8__form_25 1",3,1,0,,
